,1_Movie,AudienceAverageRating,AudienceScore,BoxOffice,Cast,CriticAverageRating,CriticNegativeReviewsCount,CriticPositiveReviewsCount,CriticScore,DirectedBy,Genre,Genre_Action&Adventure,Genre_Animation,Genre_Anime&Manga,Genre_ArtHouse&International,Genre_Classics,Genre_Comedy,Genre_CultMovies,Genre_Documentary,Genre_Drama,Genre_Faith&Spirituality,Genre_Gay&Lesbian,Genre_Horror,Genre_Kids&Family,Genre_Musical&PerformingArts,Genre_Mystery&Suspense,Genre_Romance,Genre_ScienceFiction&Fantasy,Genre_SpecialInterest,Genre_Sports&Fitness,Genre_Television,Genre_Western,InTheaters,OnDisc/Streaming,Rating,Rating_G,Rating_NC17,Rating_NR,Rating_PG,Rating_PG-13,Rating_R,Runtime,Studio,WrittenBy
42,After the Dark,3,44%,"$93,518",James D'Arcy|Bonnie Wright|Freddie Stroma|Daryl Sabara|Sophie Lowe|Rhys Wakefield|Maia Mitchell|Jacob Artist|George Blagden|Erin Moriarty (II)|Katie Findlay|Philippa Coulthard|Natasha Gott|Taser Hassan|Chanelle Bianca Ho|Darius Homayoun|Cinta Laura Kiehl|Melissa Le-Vu|Toby Sebastian|Abhi Sinha|Hope Olaide Wilson,5.8,3,10,77%,John Huddles,"Drama,Mystery&Suspense,ScienceFiction&Fantasy",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,"Feb7,2014 limited","May 6, 2014","R (for some violence, sexuality and brief drug use)",0,0,0,0,0,1,107 minutes,Phase 4 Films,John Huddles
43,Agent Vinod,2.5,25%,"$632,446",Saif Ali Khan|Kareena Kapoor|Adil Hussain|Gulsham Grover|Prem Chopra|Ram Kapoor|Rajit Kapur|B.P. Singh|Shahbaz Khan|Gulshan Grover|Malika Haydon,5.8,6,5,45%,Sriram Raghavan,"Action&Adventure,Mystery&Suspense",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Mar23,2012 limited","Jan 12, 2015",NR,0,0,1,0,0,0,157 minutes,Eros International,"Sriram Raghavan, Arijit Biswas"
44,Ain't Them Bodies Saints,3.4,61%,"$200,000",Casey Affleck|Rooney Mara|Ben Foster|Keith Carradine|Kennadie Smith|Jacklynn Smith|Nate Parker|Robert Longstreet|Charles Baker (II)|Augustine Frizzell|Kentucker Audley|Rami Malek|David Zellner|Turner Ross|Will Beinbrink|Frank Mosley|Steve Corner|Annalee Jefferies|Gwen Waymon|Artist Thornton|Johnny Horn|Heather Kafka|Susy Duggins|Wyatt James Stafford,7.1,26,96,79%,David Lowery,Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Aug16,2013 limited","Dec 17, 2013",R (for some violence),0,0,0,0,0,1,105 minutes,IFC Films,David Lowery
45,Alex of Venice,3.2,42%,"$200,000",Mary Elizabeth Winstead|Chris Messina|Derek Luke|Don Johnson|Julianna Guill|Skylar Gaertner|Katie Nehra,6.1,8,22,73%,Chris Messina,Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Apr17,2015 wide","Jul 6, 2015","R (for language including sexual references, and some drug use)",0,0,0,0,0,1,86 minutes,Screen Media Films,"Jessica Goldberg, Katie Nehra, Justin Shilton"
46,Algorithms,3.3,57%,"$1,360",Charudatta Jadhav|Darpan Inani|SaiKrishna S.T.|Anant Kumar Nayak,6.6,3,7,70%,Ian McDonald,"Documentary,SpecialInterest",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"Oct17,2014 limited","Mar 2, 2015",NR,0,0,1,0,0,0,100 minutes,First Run Features,"Jessica Goldberg, Katie Nehra, Justin Shilton"
47,Aliens in the Attic,2.6,43%,"$24,967,943",Carter Jenkins|Austin Butler|Ashley Tisdale|Ashley Boettcher|Henry Young|Regan Young|Doris Roberts|Robert Hoffman (X)|Kevin Nealon|Gillian Vigman|Andy Richter|Tim Meadows|Malese Jow|Megan Parker|Maggie Vandenberghe|Thomas Haden Church|Josh Peck|J.K. Simmons|Kari Wahlgren,4.5,50,22,31%,John Schultz,"Action&Adventure,Kids&Family,ScienceFiction&Fantasy",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"Jul31,2009 wide","Nov 3, 2009","PG (for action violence, some suggestive humor and language)",0,0,0,1,0,0,86 minutes,20th Century Fox,"Mark Burton, Adam F. Goldberg"
48,All Is Bright,2.6,22%,"$4,556",Paul Rudd|Paul Giamatti|Sally Hawkins|Amy Landecker|Curtiss Cook|Peter Hermann,5.4,22,19,46%,Phil Morrison,"Comedy,Drama",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Oct4,2013 limited","Nov 18, 2013",R (for language and brief nudity),0,0,0,0,0,1,107 minutes,Anchor Bay Films,Melissa James Gibson
49,All the Money in the World,3.5,70%,"$20,153,135",Michelle Williams|Christopher Plummer|Mark Wahlberg|Romain Duris|Charlie Plummer|Timothy Hutton|Andrew Buchan,6.9,46,160,78%,Ridley Scott,"Drama,Mystery&Suspense",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,"Dec25,2017 wide","Apr 10, 2018","R (for language, some violence, disturbing images and brief drug content)",0,0,0,0,0,1,107 minutes,TriStar Pictures,David Scarpa
50,All's Faire in Love,2.9,42%,"$20,153,135",Christina Ricci|Owen Benjamin|Ann-Margret|Matthew Lillard|Cedric the Entertainer|Louise Griffiths|Chris Wylde|Nadine Velazquez|Bill Engvall|Martin Klebba|Sandy Taylor|Sandra Taylor|Blake Friedman|Jordan M. Carson|Michael D. Ellison|Michael Mendelsohn|Tony Stefano|Jonathan Alderman|Jason Echols|Gabriella Mendelsohn|Max Mendelsohn|David Sheridan|Christian Paul Walker|Steve Loria|Peter Ransom|Samantha Chase|Rebecca Woolf|Elizabeth S. Woolf|Jason Waugh|Madalyn Reed|Brandon Reed|Mike Dusi|Kate Hopkins|Rana Kirkland|Benny,2.5,13,1,7%,Scott Marshall,Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oct28,2011 limited","Feb 7, 2012",PG-13 (for some sexual content including references),0,0,0,0,1,0,104 minutes,Hannover House,"Jeffrey Ray Wine, Scott Marshall"
51,Alone with Her,3,46%,"$20,153,135",Colin Hanks|Ana Claudia Talancn|Jordana Spiro|Jonathon Trent|Alex Boling|Mel Gorham|Ashley McCarthy|Christina Sauv,6,9,20,69%,Eric Nicholas,"Drama,Mystery&Suspense",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,"Jan17,2007 wide","May 22, 2007",NR,0,0,1,0,0,0,79 minutes,IFC First Take,Eric Nicholas
52,Amelia,2.8,31%,"$14,195,118",Hilary Swank|Richard Gere|Ewan McGregor|Christopher Eccleston|Joe Anderson (VI)|Cherry Jones|Mia Wasikowska|Virginia Madsen|Aaron Abrams|Matthew Dylan Roberts|Scott Yaphe|Tom Fairfoot|Ryann Shane|William Cuddy|Elizabeth Shepherd|Richard Donat|Scott G. Anderson|Sarah Kitz|Keelin Jack|Jeremy Akerman|Derek Keurvorst|Thomas Hauff|Sarah Dood|Danielle Bourgon|Hamish McEwan|Michael Daly|Jeffrey Knight|Paul Johnston|Michael Richard|Daniel Janks|Ron Smerczak|Ron Smerczac|Kerin McCue|Richard Lothian|Divine Brown|Elizabeth Saunders|Precious Chong|Kathryn Haggis|Duane Murray|Joe Renzi|Geoff Gillespie,4.4,127,33,21%,"Stuart Dryburgh, Mira Nair",Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Oct23,2009 wide","Feb 2, 2010","PG (for some sensuality, language, thematic elements and smoking)",0,0,0,1,0,0,111 minutes,Fox Searchlight Pictures,"Ronald Bass, Anna Hamilton Phelan"
53,American Animal,3.1,52%,"$5,928",Matt D'Elia|Brendan Fletcher|Mircea Monroe|Angela Sarafyan|Billie,5.8,7,10,59%,Matt D'Elia,"Comedy,Drama",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"May18,2012 limited","Jun 5, 2012",R,0,0,0,0,0,1,95 minutes,Screen Media Films,Matt D'Elia
54,American Dreamz,2.7,31%,"$7,156,725",Hugh Grant|Dennis Quaid|Mandy Moore|Willem Dafoe|Chris Klein|Marcia Gay Harden|Shohreh Aghdashloo|Jennifer Coolidge|Sam Golzari|Seth Meyers|John Cho|Judy Greer|Bernard White|Tony Yalda|Noureen DeWulf|Jay Harik|Adam Busch|Carmen Electra|Haaz Sleiman|Nick Schutt|Lisa K. Wyatt|Beau Holden|Tim Edward Rhoze|Marley Shelton|Lawrence Pressman|Aldis Hodge|Christianne Klein|Chao Li Chi|Andrew Divoff|James Gleason|Michael D. Roberts|Kevin R. Kelly|Mike Batayeh|Sean-Michael Bowles|Richard Bartlett|Perrey Reeves|Jerome Caldwell|Karen Gordon,5.3,94,66,41%,Paul Weitz,"Comedy,Drama",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Apr21,2006 wide","Oct 3, 2006",PG-13 (for brief strong language and some sexual references.),0,0,0,0,1,0,108 minutes,Universal Pictures,Paul Weitz
55,American Meat,3.7,80%,"$7,156,725",Joel Salatin|Dr. Fred Kirschenmann|Chuck Wirtz|Daniel Salatin|Shelly Shenoy,4.8,4,6,60%,Graham Meriwether,Documentary,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Apr12,2013 limited","Nov 25, 2013",NR,0,0,1,0,0,0,85 minutes,Independent Pictures,Graham Meriwether
56,American Radical The Trials of Norman Finkelstein,4.2,86%,"$7,156,725",Norman Finkelstein|Alan M. Dershowitz|Nidal Barham|Noam Chomsky|Raul Hilberg|Richard Finkelstein|Musa Abu-Hashhash|David Olesker|John Mearsheimer|Len Rudner|Avi Shlaim|Maxine Tsvaigrach,7.5,0,10,100%,"David Ridgen, Nicolas Rossier","Documentary,SpecialInterest",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"Feb11,2010 limited","May 18, 2010",NR,0,0,1,0,0,0,84 minutes,Typecast Releasing,Graham Meriwether
57,Amira & Sam,3.7,69%,"$31,849",Martin Starr|Dina Shihabi|Paul Wesley (II)|Laith Nakli|David Rasche|Ben Ryan Cole|Alexis L. Hughes|Alexandra O'Halleran|Rasha Zamamiri|Sean Mullin|Meg Gibson|Robert C. Kirk|Ross Marquand|James Chen|Christian A. Paluck|Christopher Stadulis|John Leslie Wolfe|Taylor Wilcox|Claire Byrne|Jolie Mullin|Mark Elliot Wilson|Teddy Canez|Bruce Davis|Melissa Navia|Elizabeth Vereshko,6.4,7,21,75%,Sean Mullin,"Comedy,Drama,Romance",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,"Jan30,2015 limited","May 4, 2015",NR,0,0,1,0,0,0,88 minutes,Drafthouse Films,Sean Mullin
58,Amityville II The Possession,2.9,35%,"$31,849",Burt Young|Rutanya Alda|James Olson|Jack Magner|Diane Franklin|Moses Gunn|Leo Cimino|Andrew Prine|Leonardo Cimino|Brent Katz|Erika Katz|Erica Katz|Ted Ross,3,16,1,6%,Damiano Damiani,Horror,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Sep24,1982 wide","Apr 5, 2005",R,0,0,0,0,0,1,104 minutes,MGM,Tommy Lee Wallace
59,An Affair of the Heart,4.3,79%,"$31,849",Rick Springfield|Corey Feldman|Linda Blair,6.8,2,6,75%,Sylvia Caminer,"Documentary,Musical&PerformingArts,SpecialInterest",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,"Oct10,2012 limited","Jul 15, 2013",NR,0,0,1,0,0,0,93 minutes,Independent Pictures,Tommy Lee Wallace
60,An American Carol,2.9,45%,"$6,960,000",Kevin P. Farley|Kelsey Grammer|Leslie Nielsen|Trace Adkins|Robert Davi|James Woods|Geoffrey Arend|Serdar Kalsin|Dennis Hopper|Gail O'Grady|Travis Schuldt|Jon Voight|Kevin Sorbo|Nikki Deloach|David Alan Grier|Paris Hilton|Chriss Anglin|Jesse Heiman|Simon Rex|Gary Coleman|Fred Travalena|Bill O'Reilly|Joey Luthman,2.9,40,5,11%,David Zucker,Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oct3,2008 wide","Dec 30, 2008","PG-13 (for rude and irreverent content, and for language and brief drug material)",0,0,0,0,1,0,94 minutes,Vivendi Entertainment,"David Zucker, Myrna Sokoloff, Lewis Friedman"
61,Anacondas The Hunt for the Blood Orchid,2.4,27%,"$31,500,000",Matthew Marsden|Johnny Messner|KaDee Strickland|Nicholas Gonzalez|Salli Richardson|Morris Chestnut|Carl Yune|Eugene Byrd|Karl Yune|Salli Richardson-Whitfield|Andy Anderson|Nicholas Hope|Peter Curtin|Denis Arndt|Khoa Do|Aireti|Andre Tandjung,4.2,88,30,25%,"Dwight H. Little, Dwight Little","Action&Adventure,Horror",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Aug27,2004 wide","Dec 21, 2004","PG-13 (for action violence, scary images and some language)",0,0,0,0,1,0,93 minutes,Sony Pictures Releasing,"John Claflin, Daniel Zelman, Michael Miner, Edward Neumeier, Ed Neumeier"
62,Angel-A,3.4,74%,"$31,500,000",Jamel Debbouze|Rie Rasmussen|Gilbert Melki|Serge Riaboukine|Akim Chir|Eric Balliet|Loic Pora|Venus Boone|Jerome Guesdon|Michel Bellot|Michel Chesneau|Olivier Claverie|Solange Milhaud|Laurent Jumeaucourt|Franck-Olivier Bonnet|Akim Colour|Tonio Descanvelle|Grigori Manukov,5.5,49,40,45%,Luc Besson,"ArtHouse&International,Comedy,ScienceFiction&Fantasy,Romance",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"Dec21,2005 wide","Nov 20, 2007",R (for language and some sexual content),0,0,0,0,0,1,90 minutes,Sony Pictures Classics,Luc Besson
63,Annabelle Creation,3.6,68%,"$101,788,793",Stephanie Sigman|Talitha Bateman|Lulu Wilson|Philippa Coulthard|Grace Fulton|Lou Lou Safran|Tayler Buck|Samara Lee|Anthony LaPaglia|Miranda Otto,6.2,48,110,70%,David F. Sandberg,"Drama,Horror",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"Aug11,2017 wide","Oct 24, 2017",R (for horror violence and terror),0,0,0,0,0,1,109 minutes,New Line Cinema,Gary Dauberman
64,Annabelle,2.9,36%,"$101,788,793",Annabelle Wallis|Ward Horton|Alfre Woodard|Tony Amendola|Eric Ladin|Kerry O'Malley|Brian Howe|Ivar Brogger|Geoff Wehner|Gabriel Bateman|Shiloh Nelson|Sasha Sheldon|Camden Singer|Robin Pearson Rose|Keira Daniels,4.4,87,35,29%,John R. Leonetti,Horror,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Oct3,2014 wide","Jan 20, 2015",R (for intense sequences of disturbing violence and terror),0,0,0,0,0,1,98 minutes,New Line Cinema,Gary Dauberman
65,Anne Frank Remembered,3.7,82%,"$101,788,793",Joely Richardson|Glenn Close|Kenneth Branagh|Ashley Johnson,8,1,28,97%,Jon Blair,"ArtHouse&International,Documentary,SpecialInterest",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"Jun8,1995 wide","Apr 6, 2004",PG (adult situations),0,0,0,1,0,0,117 minutes,Sony Pictures Home Entertainment,Jon Blair
66,Anonymous,3.3,53%,"$4,463,292",Rhys Ifans|Vanessa Redgrave|Joely Richardson|Sebastian Armesto|Rafe Spall|David Thewlis|Edward Hogg|Jamie Campbell Bower|Xavier Samuel|Sebastian Reid|Derek Jacobi|Paolo DeVita|Trystan Gravelle|Robert Emms|Tony Way|Julian Bleach|Alex Hassell|James Garnon|Mark Rylance|Jasper Britton|Michael Brown|Ned Dennehy|John Keogh|Lloyd Hutchinson|Vicky Krieps|Helen Baxendale|Paula Schramm|Amy Kwolek|Luke Taylor|Isaiah Michalsky|Timo Huber|Richard Durdan|Shaun Lawton|Detlef Bothe|James Clyde|Christian Sengewald|Jean-Loup Fourure|Viktoria Gabrysch|Axel Sichrovsky|Katrin Pollitt|Patricia Grove|Laura Lo Zito|Gode Benedix|Nic Romm|Henry Lloyd-Hughes|Patrick Diemling|Patrick Heyn|Nino Sandow|Craig Salisbury|Rainer Guldener|Trystan Ptter|Andr Kaczmarczyk|Jonas Hmmerle|Leonard Kinzinger|Mike Maas,5.5,90,78,46%,Roland Emmerich,"ArtHouse&International,Drama",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Oct28,2011 wide","Feb 7, 2012",PG-13 (for some violence and sexual content),0,0,0,0,1,0,129 minutes,Sony Pictures,John Orloff
67,Another Gay Sequel Gays Gone Wild!,2.8,33%,"$4,463,292",Jonah Blechman|Jimmy Clabots|Jake Mosser|Aaron Michael Davies|RuPaul|Scott Thompson|Brent Corrigan|The Lady Bunny|Will Wikle|Euriamis Losada|Mario Lavandeira|Brandon Lim|Isaac Webster|Colton Ford|Stephanie McVay|Jim Verraros|Amanda Lepore|Michael Lucas|Willam Belli|Ashlie Atkinson|Perez Hilton,3.7,18,5,22%,Todd Stephens,Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jun28,2008 wide","Dec 9, 2008",R,0,0,0,0,0,1,98 minutes,TLA Releasing,Todd Stephens
68,Anti,3.6,71%,"$4,463,292",Wotan Wilke Mhring|Heinz Hoenig|Andr Hennicke|Norman Reedus|Ulrike Krumbiegel|Hauke Diekamp|Jrgen Schornagel|Christian von Aster|Waltraud Witte|Waltraude Witte|Konstantin Graudus,6.1,7,13,65%,Christian Alvart,"Drama,Horror,Mystery&Suspense",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,"Feb16,2007 wide","Aug 28, 2007",NR,0,0,1,0,0,0,127 minutes,StudioCanal,Todd Stephens
69,Ap,3.4,52%,"$4,463,292",Catherine Deneuve|Thomas Dumerchez|Guy Marchand|lodie Bouchez|Eli Medeiros|Luis Rego|Amina Medjoubi|Adrien Jolivet,7,1,5,83%,Gal Morel,Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"May23,2007 wide","Apr 2, 2008",NR,0,0,1,0,0,0,92 minutes,StudioCanal,"Gal Morel, Christophe Honor"
70,Appurus,3.7,74%,"$4,463,292",Jennifer Proud|James Lyon|Mia Bradly|Mellisa Williamson|Mimi Woods|Dave Wittenberg|Asumi Miwa|Akimoro Tsubasa|Jack Aubree|Frederick Bloggs|Russell Thor|William Frederick|Steve Kramer|Michael McConnohie|William Markham|Ai Kobayashi|Jurota Kosugi|Ray Michaels|Yuki Matsuoka,4.7,24,8,25%,Shinji Aramaki,"Action&Adventure,Animation,Anime&Manga,ArtHouse&International,ScienceFiction&Fantasy",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Oct16,2004 wide","May 10, 2005",R (for some violence),0,0,0,0,0,1,105 minutes,Geneon Entertainment,"Haruka Handa, Tsutomu Kamishiro"
71,April and the Extraordinary World,3.8,76%,"$294,311",Marion Cotillard|Philippe Katerine|Jean Rochefort|Olivier Gourmet|Macha Grenon|Marc-Andre Grondin|Bouli Lanners|Benoit Brire|Anne Coesens,7.6,2,50,96%,"Christian Desmares, Franck Ekinci","Action&Adventure,Animation,Comedy",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mar25,2016 limited","Aug 2, 2016","PG (for action/peril including gunplay, some thematic elements and rude humor)",0,0,0,1,0,0,105 minutes,GKIDS,"Franck Ekinci, Benjamin Legrand"
72,Armed Response,2.1,19%,"$294,311",Anne Heche|Wesley Snipes|Dave Annable|Seth Rollins|Gene Simmons|Mo gallini,2.8,12,0,0%,John Stockwell,Horror,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Aug4,2017 limited","Aug 4, 2017","R (for strong violence, some grisly images, and for language)",0,0,0,0,0,1,93 minutes,Saban Films and Lionsgate,Matt Savelloni
73,Army of One,2.5,25%,"$294,311",Nicolas Cage|Russell Brand|Wendi McLendon-Covey|Rainn Wilson|Paul Scheer|Denis O'Hare|Matthew Modine|Fiona Vroom|Will Sasso|Hilary Jardine|Adrian Martinez|Toby Hargrave|Amer Chadha-Patel|Mark Brandon|Graeme Duffy|Lauren McGibbon|Charles Edward Bae|Michael Yurchak|Tammy Hui|Arien Boey|Adam Feil|Quinn Dubois|Reena Rai|Clive Holloway,4.2,8,3,27%,Larry Charles,Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nov4,2016 limited","Nov 15, 2016",R (for language and drug use),0,0,0,0,0,1,92 minutes,Conde Nast Entertainment,"Rajiv Joseph, Scott Rothman"
74,Arthur 2 On the Rocks,2.5,31%,"$294,311",Dudley Moore|Liza Minnelli|Stephen Elliott|John Gielgud|Geraldine Fitzgerald|Paul Benedict|Kathy Bates|Cynthia Sikes|Barney Martin|Jack Gilford|Dave O'Brien|Ted Ross|Thomas Barbour|David O'Brien|Ron Canada|John C. Vennema|John A. Zee|Aileen Fitzpatrick|Daniel Greene|Molly McClure|Frederikke Borge|John O'Neill|Mary Betten|Brogan Lane|Carl Bressler|Linda A. Borgeson|Don Stark|J. Christopher Sullivan|Nick DeMauro|Joseph Leon|Ken Magee|Cameron Johann|Raymond O'Connor|Joe Restivo|Eagle Eye Cherry|Robert Levine|Joe Jamrog|Larry Golden|Ken Sylk|Terry Wills|Jason Wingreen|Darryl Edwards,3.3,20,3,13%,Bud Yorkin,Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jul8,1988 wide","Feb 15, 2005",PG (adult situations/language),0,0,0,1,0,0,112 minutes,Warner Home Video,"Steve Gordon, Andy Breckman"
75,Arven,3.8,83%,"$294,311",Ulrich Thomsen|Lisa Werlinder|Lars Brygmann|Ghita Nrby|Karina Skands|Diana Axelsen|Peter Steen|Ulf Pilgaard|Jesper Christensen|Dick Kaysoe,6.7,9,27,75%,Per Fly,"ArtHouse&International,Drama",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Jul9,2004 wide","Jun 7, 2005",NR,0,0,1,0,0,0,107 minutes,Egmont,"Mogens Rukov, Dorte Warno Hogh, Kim Leona"
76,Assaulted CIVIL Rights Under Fire,4.6,93%,"$6,781",Ted Nugent|Dan Gross|Alan Gottlieb|Christopher Cheng|Bobbie Ross|Eugene Volokh|Adam Winkler|David Kopel|Margot Bennett|Alan Gura|Gene Hoffman|Thomas Scott Boyer|Ice-T,5.2,2,3,60%,Kris Koenig,"Documentary,SpecialInterest",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"Jun20,2013 limited","Oct 14, 2013",PG-13 (for violent disturbing images and brief strong language),0,0,0,0,1,0,79 minutes,Dead Patriot Films,Kris Koenig
77,ATL,3.9,86%,"$21,160,089",T.I.|Evan Ross|Lauren London|Mykelti Williamson|Albert Daniels|Jackie Long|Jason Weaver|Keith David|Big Boi|Lonette McKee|Antwan 'Big Boi' Patton|Khadijah|Khadijah Haqq|Malika|Malika Haqq|Greg Andrews|Tyree Simmons|Monica|Brandon Bernard Benton|Adam Boyer|April Clark|Steven R. Ewing|Alvin Lee Fleming|Big Gipp|Bart Hansard|Wayne Hardnett|Monique Harris|Tae Heckard|Nick Hudani|Marie McAdoo|Markice Moore|Margo Moorer|Lauren Leah Mitchell|Rodrick Mosley|Roderick Mosley|Zoe Myers|Ayesha Ngaujah|Jameelah Nuriddin|Gregory Oliver|Vanessa Petrosky|Jazze Pha|Ashley Ragland|Deon Ramone|Ric Reitz|Christopher Ray Robinson II|Onira Satterwhite|Tasha Smith|Almario Thomas|Laparee Young|Jorge Luis Abreu|Jae Blaze|Hakiem Ayele|Antonio Barfield|Safiya Brawner|Kelvin Broadnax|Kyle Dutcher|Dancia Garner|Pierpont Geer IV|Brandon Gibbs|Leslie Howell|DeShawn Ingram|Paul Antonio Johnson|James Jones|Toria Morris|Lisa Quinones|Tony Lance Sailor Jr.|Saladin Suluki|Virginia Turner|Kenya Tyson|Douglas B. Wynn,5.9,32,53,62%,Chris Robinson,"Comedy,Drama",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Mar31,2006 wide","Jul 18, 2006","PG-13 ( for drug content, language, sexual material and some violence.)",0,0,0,0,1,0,105 minutes,Warner Bros.,"Antwone Fischer, Tina Gordon Chism"
78,ATM,2.4,23%,"$2,034",Brian Geraghty|Josh Peck|Alice Eve|Mike O'Brien|Mike O'Brian|Bob Huculak|Ernesto Griffith|Bryan Clark|Bryan Terrell Clark|Dan DeJaeger|Omar Khan|Omar Alex Khan|Aaron Hughes|Will Woytowich|Glen Thompson,4,20,2,9%,"David Allen Brooks, David Brooks","Horror,Mystery&Suspense",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,"Apr6,2012 limited","Jul 31, 2012",R (for violence and terror),0,0,0,0,0,1,90 minutes,IFC Films,Chris Sparling
79,Atonement,3.8,80%,"$50,830,581",James McAvoy|Keira Knightley|Saoirse Ronan|Brenda Blethyn|Romola Garai|Allie MacKay|Vanessa Redgrave|Benedict Cumberbatch|Julia Ann West|Harriet Walter|Daniel Mays|Juno Temple|Nonso Anozie|Julia Westland|Felix von Simson|Charlie Von Simson|Alfie Allen|Leander Deeny|Patrick Kennedy|Michelle Duncan|Peter Wight|Peter McNeil O'Connor|Michel Vuillermoz|Lionel Abelanski|Nick Bagnall|Anthony Minghella|Tobias Menzies|Paul Stocker|John Normington|Alex Noodle|Roger Evans|Bronson Webb|Ian Bonar|Oliver Gilbert|Jamie Beamish|Johnny Harris|Billy Seymour|Neil Maskell|Paul Harper|Gina McKee|Charlie Banks|Madeleine Crowe|Scarlett Dalton|Olivia Grant (V)|Katy Lawrence|Jade Moulla|Georgia Oakley|Alice Orr-Ewing|Catherine Philps|Bryony Reiss|Sarah Shaul|Anna Singleton|Emily Thomson|Kelly Scott|Mark Holgate|Ryan Kiggell|Vivienne Gibbs|Matthew Forest|Richard Stacey|Jay Quinn|Jrmie Renier|Jack Harcourt|Ben Harcourt|Tilly Vosburgh|Angel Witney|Bonnie Witney|Webb. Bem|Wendy Nottingham|Benjamin Wallfisch,7.4,35,176,83%,Joe Wright,"Drama,Romance",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,"Sep7,2007 wide","Mar 18, 2008","R (for disturbing war images, language and some sexuality)",0,0,0,0,0,1,123 minutes,Focus Features,"Ian McEwan, Christopher Hampton"
80,Atrocious,2.7,29%,"$50,830,581",Cristian Valencia|Clara Moraleda|Maria Jesus Pereiro,5.5,8,10,56%,"Fernando Luna, Fernando Barreda Luna","ArtHouse&International,Horror,Mystery&Suspense",0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,"Aug17,2011 limited","Oct 25, 2011",R (for grisly images and language throughout),0,0,0,0,0,1,75 minutes,Celluloid Nightmares,"Fernando Barreda Luna, Fernando Luna"
